country,totalCases,date
Malawi,63408,2021/12/16
Cote d'Ivoire,63392,2021/12/24
Democratic Republic of Congo,63388,2021/12/16
Cote d'Ivoire,62960,2021/12/23
Malawi,62933,2021/12/15
Eswatini,62890,2021/12/22
Cote d'Ivoire,62583,2021/12/22
Cote d'Ivoire,62336,2021/12/21
Cote d'Ivoire,62166,2021/12/20
Eswatini,62094,2021/12/21
Cote d'Ivoire,62077,2021/12/18
Cote d'Ivoire,62077,2021/12/19
Cote d'Ivoire,62032,2021/12/17
Cote d'Ivoire,61998,2021/12/16
Cote d'Ivoire,61943,2021/12/15
Democratic Republic of Congo,61932,2021/12/15
Eswatini,61146,2021/12/20
Eswatini,60036,2021/12/19
Eswatini,59714,2021/12/18
Eswatini,58876,2021/12/17
Eswatini,57842,2021/12/16
Eswatini,56200,2021/12/15
Fiji,53332,2021/12/29
Fiji,53023,2021/12/27
Fiji,53023,2021/12/28
Fiji,52815,2021/12/24
Fiji,52815,2021/12/25
Fiji,52815,2021/12/26
Fiji,52706,2021/12/22
Fiji,52706,2021/12/23
Fiji,52651,2021/12/20
Fiji,52651,2021/12/21
Fiji,52623,2021/12/17
Fiji,52623,2021/12/18
Fiji,52623,2021/12/19
Fiji,52604,2021/12/15
Fiji,52604,2021/12/16
Suriname,52031,2021/12/29
Suriname,51791,2021/12/28
Suriname,51683,2021/12/27
Suriname,51578,2021/12/25
Suriname,51578,2021/12/26
Suriname,51563,2021/12/24
Suriname,51542,2021/12/23
Suriname,51518,2021/12/22
Suriname,51498,2021/12/21
Suriname,51416,2021/12/19
Suriname,51416,2021/12/20
Suriname,51406,2021/12/18
Suriname,51361,2021/12/17
Suriname,51323,2021/12/15
Suriname,51323,2021/12/16
Madagascar,50279,2021/12/29
Syria,50204,2021/12/29
Syria,50167,2021/12/28
Syria,50127,2021/12/27
Syria,50089,2021/12/26
Syria,50051,2021/12/25
Syria,50007,2021/12/24
Syria,49961,2021/12/23
Syria,49911,2021/12/22
Syria,49861,2021/12/21
Syria,49806,2021/12/20
Syria,49751,2021/12/19
Malta,49717,2021/12/29
Syria,49693,2021/12/18
Syria,49631,2021/12/17
Madagascar,49590,2021/12/25
Madagascar,49590,2021/12/26
Madagascar,49590,2021/12/27
Madagascar,49590,2021/12/28
Syria,49565,2021/12/16
Syria,49493,2021/12/15
Malta,48380,2021/12/28
Madagascar,47295,2021/12/18
Madagascar,47295,2021/12/19
Madagascar,47295,2021/12/20
Madagascar,47295,2021/12/21
Madagascar,47295,2021/12/22
Madagascar,47295,2021/12/23
Madagascar,47295,2021/12/24
Malta,47082,2021/12/27
Sudan,46518,2021/12/29
French Polynesia,46382,2021/12/27
French Polynesia,46382,2021/12/28
French Polynesia,46382,2021/12/29
French Polynesia,46376,2021/12/23
French Polynesia,46376,2021/12/24
French Polynesia,46376,2021/12/25
French Polynesia,46376,2021/12/26
French Polynesia,46375,2021/12/22
French Polynesia,46350,2021/12/21
French Polynesia,46342,2021/12/16
French Polynesia,46342,2021/12/17
French Polynesia,46342,2021/12/18
French Polynesia,46342,2021/12/19
French Polynesia,46342,2021/12/20
French Polynesia,46335,2021/12/15
Sudan,46292,2021/12/28
Malta,46250,2021/12/26
Sudan,46166,2021/12/27
Sudan,46100,2021/12/23
Sudan,46100,2021/12/24
Sudan,46100,2021/12/25
Sudan,46100,2021/12/26
Sudan,46037,2021/12/22
Sudan,45901,2021/12/20
Sudan,45901,2021/12/21
Madagascar,45794,2021/12/15
Madagascar,45794,2021/12/16
Madagascar,45794,2021/12/17
Malta,45678,2021/12/25
Sudan,45112,2021/12/15
Sudan,45112,2021/12/16
Sudan,45112,2021/12/17
Sudan,45112,2021/12/18
Sudan,45112,2021/12/19
Malta,44761,2021/12/24
Malta,43806,2021/12/23
Malta,43073,2021/12/22
Malta,42491,2021/12/21
Malta,42105,2021/12/20
Malta,41853,2021/12/19
Malta,41571,2021/12/18
Malta,41280,2021/12/17
Malta,41059,2021/12/16
Mauritania,40906,2021/12/29
Malta,40892,2021/12/15
Mauritania,40737,2021/12/28
Mauritania,40614,2021/12/27
Mauritania,40504,2021/12/26
Mauritania,40453,2021/12/25
Mauritania,40389,2021/12/24
Mauritania,40308,2021/12/23
Mauritania,40239,2021/12/22
Mauritania,40182,2021/12/21
Mauritania,40126,2021/12/20
Mauritania,40083,2021/12/19
Mauritania,40027,2021/12/18
Mauritania,39990,2021/12/17
Mauritania,39964,2021/12/16
Cape Verde,39947,2021/12/29
Mauritania,39924,2021/12/15
Gabon,39910,2021/12/27
Gabon,39910,2021/12/28
Gabon,39910,2021/12/29
Cape Verde,39345,2021/12/28
Guyana,39238,2021/12/29
Cape Verde,39173,2021/12/27
Guyana,39151,2021/12/28
Guyana,39119,2021/12/27
Guyana,39107,2021/12/26
Guyana,39086,2021/12/25
Cape Verde,39072,2021/12/26
Guyana,39042,2021/12/24
Cape Verde,39013,2021/12/25
Guyana,38998,2021/12/23
Guyana,38966,2021/12/22
Guyana,38926,2021/12/21
Guyana,38891,2021/12/20
Guyana,38870,2021/12/19
Cape Verde,38865,2021/12/24
Guyana,38817,2021/12/18
Guyana,38751,2021/12/17
Cape Verde,38751,2021/12/23
Guyana,38728,2021/12/16
Guyana,38684,2021/12/15
Cape Verde,38655,2021/12/22
Cape Verde,38619,2021/12/21
Cape Verde,38596,2021/12/20
Cape Verde,38589,2021/12/19
Cape Verde,38573,2021/12/18
Cape Verde,38557,2021/12/17
Cape Verde,38541,2021/12/16
Cape Verde,38527,2021/12/15
Gabon,38039,2021/12/22
Gabon,38039,2021/12/23
Gabon,38039,2021/12/24
Gabon,38039,2021/12/25
Gabon,38039,2021/12/26
Gabon,37830,2021/12/20
Gabon,37830,2021/12/21
Gabon,37743,2021/12/17
Gabon,37743,2021/12/18
Gabon,37743,2021/12/19
Gabon,37681,2021/12/15
Gabon,37681,2021/12/16
Papua New Guinea,36137,2021/12/29
Papua New Guinea,36130,2021/12/27
Papua New Guinea,36130,2021/12/28
Papua New Guinea,36110,2021/12/24
Papua New Guinea,36110,2021/12/25
Papua New Guinea,36110,2021/12/26
Papua New Guinea,36059,2021/12/23
Papua New Guinea,36040,2021/12/22
Papua New Guinea,36006,2021/12/21
Papua New Guinea,36004,2021/12/17
Papua New Guinea,36004,2021/12/18
Papua New Guinea,36004,2021/12/19
Papua New Guinea,36004,2021/12/20
Papua New Guinea,35966,2021/12/15
Papua New Guinea,35966,2021/12/16
Belize,32067,2021/12/29
Belize,31734,2021/12/28
Belize,31503,2021/12/24
Belize,31503,2021/12/25
Belize,31503,2021/12/26
Belize,31503,2021/12/27
Belize,31444,2021/12/23
Guinea,31412,2021/12/29
Belize,31387,2021/12/22
Belize,31322,2021/12/21
Belize,31294,2021/12/20
Belize,31246,2021/12/17
Belize,31246,2021/12/18
Belize,31246,2021/12/19
Guinea,31238,2021/12/28
Belize,31217,2021/12/16
Belize,31187,2021/12/15
Guinea,31130,2021/12/27
Guinea,31117,2021/12/26
Guinea,31038,2021/12/25
Guinea,30976,2021/12/24
Guinea,30938,2021/12/23
Guinea,30888,2021/12/22
Guinea,30814,2021/12/15
Guinea,30814,2021/12/16
Guinea,30814,2021/12/17
Guinea,30814,2021/12/18
Guinea,30814,2021/12/19
Guinea,30814,2021/12/20
Guinea,30814,2021/12/21
Tanzania,29306,2021/12/29
Togo,28925,2021/12/28
Togo,28925,2021/12/29
Togo,28504,2021/12/27
Togo,28268,2021/12/26
Lesotho,28195,2021/12/29
Lesotho,28126,2021/12/26
Lesotho,28126,2021/12/27
Lesotho,28126,2021/12/28
Barbados,28063,2021/12/29
Togo,27992,2021/12/25
Barbados,27836,2021/12/28
Barbados,27724,2021/12/27
Barbados,27673,2021/12/26
Barbados,27629,2021/12/25
Lesotho,27595,2021/12/24
Lesotho,27595,2021/12/25
Barbados,27486,2021/12/23
Barbados,27486,2021/12/24
Togo,27405,2021/12/23
Togo,27405,2021/12/24
Burundi,27366,2021/12/29
Barbados,27308,2021/12/22
Barbados,27218,2021/12/20
Barbados,27218,2021/12/21
Barbados,27169,2021/12/18
Barbados,27169,2021/12/19
Barbados,27126,2021/12/17
Togo,27108,2021/12/22
Barbados,27071,2021/12/16
Barbados,27027,2021/12/15
Burundi,26999,2021/12/28
Togo,26911,2021/12/21
Togo,26742,2021/12/20
Togo,26678,2021/12/19
Togo,26550,2021/12/17
Togo,26550,2021/12/18
Tanzania,26483,2021/12/15
Tanzania,26483,2021/12/16
Tanzania,26483,2021/12/17
Tanzania,26483,2021/12/18
Tanzania,26483,2021/12/19
Tanzania,26483,2021/12/20
Tanzania,26483,2021/12/21
Tanzania,26483,2021/12/22
Tanzania,26483,2021/12/23
Tanzania,26483,2021/12/24
Tanzania,26483,2021/12/25
Tanzania,26483,2021/12/26
Tanzania,26483,2021/12/27
Tanzania,26483,2021/12/28
Togo,26466,2021/12/16
Togo,26442,2021/12/15
Burundi,26224,2021/12/27
Lesotho,26004,2021/12/21
Lesotho,26004,2021/12/22
Lesotho,26004,2021/12/23
Haiti,25985,2021/12/29
Haiti,25976,2021/12/28
Haiti,25974,2021/12/27
Haiti,25950,2021/12/24
Haiti,25950,2021/12/25
Haiti,25950,2021/12/26
Haiti,25945,2021/12/23
Haiti,25941,2021/12/22
Haiti,25923,2021/12/20
Haiti,25923,2021/12/21
Haiti,25920,2021/12/18
Haiti,25920,2021/12/19
Haiti,25907,2021/12/16
Haiti,25907,2021/12/17
Haiti,25879,2021/12/15
Lesotho,25609,2021/12/20
Lesotho,25528,2021/12/19
Iceland,25314,2021/12/28
Iceland,25314,2021/12/29
Benin,24935,2021/12/22
Benin,24935,2021/12/23
Benin,24935,2021/12/24
Benin,24935,2021/12/25
Benin,24935,2021/12/26
Benin,24935,2021/12/27
Benin,24935,2021/12/28
Benin,24935,2021/12/29
Benin,24907,2021/12/15
Benin,24907,2021/12/16
Benin,24907,2021/12/17
Benin,24907,2021/12/18
Benin,24907,2021/12/19
Benin,24907,2021/12/20
Benin,24907,2021/12/21
Lesotho,24733,2021/12/18
Seychelles,24546,2021/12/29
Seychelles,24451,2021/12/28
Seychelles,24412,2021/12/27
Iceland,24340,2021/12/27
Lesotho,24298,2021/12/17
Seychelles,24249,2021/12/23
Seychelles,24249,2021/12/24
Seychelles,24249,2021/12/25
Seychelles,24249,2021/12/26
Bahamas,24204,2021/12/29
Seychelles,24197,2021/12/22
Seychelles,24152,2021/12/21
Seychelles,24128,2021/12/20
Seychelles,24047,2021/12/16
Seychelles,24047,2021/12/17
Seychelles,24047,2021/12/18
Seychelles,24047,2021/12/19
Seychelles,23960,2021/12/15
Lesotho,23903,2021/12/16
Burundi,23657,2021/12/23
Burundi,23657,2021/12/24
Burundi,23657,2021/12/25
Burundi,23657,2021/12/26
Bahamas,23539,2021/12/24
Bahamas,23539,2021/12/25
Bahamas,23539,2021/12/26
Bahamas,23539,2021/12/27
Bahamas,23539,2021/12/28
Somalia,23532,2021/12/23
Somalia,23532,2021/12/24
Somalia,23532,2021/12/25
Somalia,23532,2021/12/26
Somalia,23532,2021/12/27
Somalia,23532,2021/12/28
Somalia,23532,2021/12/29
Lesotho,23478,2021/12/15
Bahamas,23380,2021/12/23
Mauritius,23293,2021/12/29
Bahamas,23240,2021/12/22
Mauritius,23208,2021/12/27
Mauritius,23208,2021/12/28
Mauritius,23170,2021/12/26
Somalia,23169,2021/12/17
Somalia,23169,2021/12/18
Somalia,23169,2021/12/19
Somalia,23169,2021/12/20
Somalia,23169,2021/12/21
Somalia,23169,2021/12/22
Bahamas,23135,2021/12/21
Bahamas,23112,2021/12/20
Mauritius,23105,2021/12/25
Mauritius,23077,2021/12/24
Somalia,23074,2021/12/15
Somalia,23074,2021/12/16
Mauritius,23020,2021/12/22
Mauritius,23020,2021/12/23
Burundi,23009,2021/12/21
Burundi,23009,2021/12/22
Bahamas,22995,2021/12/17
Bahamas,22995,2021/12/18
Bahamas,22995,2021/12/19
Mauritius,22979,2021/12/20
Mauritius,22979,2021/12/21
Bahamas,22971,2021/12/16
Mauritius,22965,2021/12/19
Bahamas,22950,2021/12/15
Mauritius,22907,2021/12/18
Mauritius,22869,2021/12/17
Andorra,22823,2021/12/29
Mauritius,22815,2021/12/16
Mauritius,22769,2021/12/15
Burundi,22639,2021/12/20
Andorra,22540,2021/12/28
Andorra,22332,2021/12/27
Iceland,22087,2021/12/23
Iceland,22087,2021/12/24
Iceland,22087,2021/12/25
Iceland,22087,2021/12/26
Andorra,21730,2021/12/24
Andorra,21730,2021/12/25
Andorra,21730,2021/12/26
Iceland,21587,2021/12/22
Andorra,21571,2021/12/23
Burundi,21422,2021/12/16
Burundi,21422,2021/12/17
Burundi,21422,2021/12/18
Burundi,21422,2021/12/19
Andorra,21372,2021/12/22
Iceland,21215,2021/12/21
Burundi,21143,2021/12/15
Andorra,21062,2021/12/20
Andorra,21062,2021/12/21
Iceland,20890,2021/12/20
Andorra,20549,2021/12/16
Andorra,20549,2021/12/17
Andorra,20549,2021/12/18
Andorra,20549,2021/12/19
Mali,20468,2021/12/29
Mali,20287,2021/12/28
Iceland,20232,2021/12/17
Iceland,20232,2021/12/18
Iceland,20232,2021/12/19
Curacao,20199,2021/12/29
Andorra,20136,2021/12/15
Mali,20120,2021/12/27
Congo,20089,2021/12/27
Congo,20089,2021/12/28
Congo,20089,2021/12/29
Mali,20079,2021/12/26
Iceland,20044,2021/12/16
Mali,20011,2021/12/25
Mali,19866,2021/12/24
Iceland,19861,2021/12/15
Timor,19833,2021/12/18
Timor,19833,2021/12/19
Timor,19833,2021/12/20
Timor,19833,2021/12/21
Timor,19833,2021/12/22
Timor,19833,2021/12/23
Timor,19833,2021/12/24
Timor,19833,2021/12/25
Timor,19833,2021/12/26
Timor,19833,2021/12/27
Timor,19833,2021/12/28
Timor,19833,2021/12/29
Timor,19832,2021/12/17
Timor,19830,2021/12/15
Timor,19830,2021/12/16
Mali,19758,2021/12/23
Curacao,19645,2021/12/28
Mali,19553,2021/12/22
Congo,19490,2021/12/21
Congo,19490,2021/12/22
Congo,19490,2021/12/23
Congo,19490,2021/12/24
Congo,19490,2021/12/25
Congo,19490,2021/12/26
Mali,19470,2021/12/21
Mali,19365,2021/12/20
Mali,19306,2021/12/19
Curacao,19247,2021/12/27
Mali,19192,2021/12/18
Congo,19179,2021/12/16
Congo,19179,2021/12/17
Congo,19179,2021/12/18
Congo,19179,2021/12/19
Congo,19179,2021/12/20
Congo,19066,2021/12/15
Mali,19064,2021/12/17
Curacao,19049,2021/12/26
Aruba,19021,2021/12/29
Mali,18938,2021/12/16
Curacao,18884,2021/12/25
Mali,18855,2021/12/15
Curacao,18622,2021/12/24
Aruba,18350,2021/12/28
Curacao,18299,2021/12/23
Curacao,18082,2021/12/22
Curacao,17901,2021/12/21
Aruba,17896,2021/12/27
Curacao,17807,2021/12/20
Curacao,17770,2021/12/19
Curacao,17747,2021/12/18
Curacao,17720,2021/12/17
Curacao,17693,2021/12/16
Curacao,17657,2021/12/15
Aruba,17648,2021/12/26
Burkina Faso,17632,2021/12/28
Burkina Faso,17632,2021/12/29
Aruba,17500,2021/12/25
Tajikistan,17493,2021/12/15
Tajikistan,17493,2021/12/16
Tajikistan,17493,2021/12/17
Tajikistan,17493,2021/12/18
Tajikistan,17493,2021/12/19
Tajikistan,17493,2021/12/20
Tajikistan,17493,2021/12/21
Tajikistan,17493,2021/12/22
Tajikistan,17493,2021/12/23
Tajikistan,17493,2021/12/24
Tajikistan,17493,2021/12/25
Tajikistan,17493,2021/12/26
Tajikistan,17493,2021/12/27
Tajikistan,17493,2021/12/28
Tajikistan,17493,2021/12/29
Nicaragua,17487,2021/12/28
Nicaragua,17487,2021/12/29
Nicaragua,17442,2021/12/21
Nicaragua,17442,2021/12/22
Nicaragua,17442,2021/12/23
Nicaragua,17442,2021/12/24
Nicaragua,17442,2021/12/25
Nicaragua,17442,2021/12/26
Nicaragua,17442,2021/12/27
Nicaragua,17391,2021/12/15
Nicaragua,17391,2021/12/16
Nicaragua,17391,2021/12/17
Nicaragua,17391,2021/12/18
Nicaragua,17391,2021/12/19
Nicaragua,17391,2021/12/20
Aruba,17324,2021/12/24
Aruba,17165,2021/12/23
Aruba,17041,2021/12/22
Burkina Faso,17040,2021/12/21
Burkina Faso,17040,2021/12/22
Burkina Faso,17040,2021/12/23
Burkina Faso,17040,2021/12/24
Burkina Faso,17040,2021/12/25
Burkina Faso,17040,2021/12/26
Burkina Faso,17040,2021/12/27
Aruba,16920,2021/12/21
Aruba,16848,2021/12/20
Aruba,16807,2021/12/19
Aruba,16778,2021/12/18
Aruba,16751,2021/12/17
Aruba,16716,2021/12/16
Aruba,16673,2021/12/15
Burkina Faso,16672,2021/12/15
Burkina Faso,16672,2021/12/16
Burkina Faso,16672,2021/12/17
Burkina Faso,16672,2021/12/18
Burkina Faso,16672,2021/12/19
Burkina Faso,16672,2021/12/20
Brunei,15465,2021/12/29
Brunei,15461,2021/12/28
Brunei,15458,2021/12/27
Brunei,15429,2021/12/23
Brunei,15429,2021/12/24
Brunei,15429,2021/12/25
Brunei,15429,2021/12/26
Brunei,15426,2021/12/22
Brunei,15418,2021/12/21
Brunei,15412,2021/12/20
Brunei,15402,2021/12/19
Brunei,15386,2021/12/18
Brunei,15385,2021/12/17
Brunei,15376,2021/12/16
Brunei,15372,2021/12/15
South Sudan,15152,2021/12/29
South Sudan,14860,2021/12/28
South Sudan,14843,2021/12/26
South Sudan,14843,2021/12/27
South Sudan,14577,2021/12/24
South Sudan,14577,2021/12/25
South Sudan,14275,2021/12/23
New Zealand,14057,2021/12/29
South Sudan,14002,2021/12/22
New Zealand,13986,2021/12/28
New Zealand,13932,2021/12/27
New Zealand,13899,2021/12/26
New Zealand,13855,2021/12/25
South Sudan,13831,2021/12/21
New Zealand,13719,2021/12/23
New Zealand,13719,2021/12/24
New Zealand,13648,2021/12/22
Equatorial Guinea,13637,2021/12/28
Equatorial Guinea,13637,2021/12/29
Equatorial Guinea,13630,2021/12/25
Equatorial Guinea,13630,2021/12/26
Equatorial Guinea,13630,2021/12/27
Equatorial Guinea,13623,2021/12/23
Equatorial Guinea,13623,2021/12/24
Djibouti,13619,2021/12/29
Equatorial Guinea,13618,2021/12/17
Equatorial Guinea,13618,2021/12/18
Equatorial Guinea,13618,2021/12/19
Equatorial Guinea,13618,2021/12/20
Equatorial Guinea,13618,2021/12/21
Equatorial Guinea,13618,2021/12/22
Equatorial Guinea,13617,2021/12/15
Equatorial Guinea,13617,2021/12/16
South Sudan,13614,2021/12/20
Djibouti,13603,2021/12/28
Djibouti,13593,2021/12/27
New Zealand,13589,2021/12/21
Djibouti,13572,2021/12/26
Djibouti,13568,2021/12/25
Djibouti,13555,2021/12/23
Djibouti,13555,2021/12/24
Djibouti,13546,2021/12/21
Djibouti,13546,2021/12/22
Djibouti,13538,2021/12/20
Djibouti,13535,2021/12/19
New Zealand,13531,2021/12/20
Djibouti,13528,2021/12/18
Djibouti,13527,2021/12/17
Djibouti,13526,2021/12/15
Djibouti,13526,2021/12/16
New Zealand,13495,2021/12/19
Isle of Man,13487,2021/12/28
Isle of Man,13487,2021/12/29
Isle of Man,13451,2021/12/27
Isle of Man,13438,2021/12/25
Isle of Man,13438,2021/12/26
New Zealand,13425,2021/12/18
Isle of Man,13425,2021/12/24
Saint Lucia,13410,2021/12/29
Isle of Man,13401,2021/12/23
New Zealand,13366,2021/12/17
Isle of Man,13364,2021/12/22
Saint Lucia,13357,2021/12/28
Saint Lucia,13319,2021/12/27
New Zealand,13317,2021/12/16
South Sudan,13309,2021/12/17
South Sudan,13309,2021/12/18
South Sudan,13309,2021/12/19
Saint Lucia,13302,2021/12/26
Saint Lucia,13275,2021/12/25
Isle of Man,13258,2021/12/21
Saint Lucia,13248,2021/12/24
New Zealand,13238,2021/12/15
Saint Lucia,13225,2021/12/23
Saint Lucia,13209,2021/12/22
Saint Lucia,13177,2021/12/21
Saint Lucia,13166,2021/12/20
Isle of Man,13154,2021/12/20
Saint Lucia,13149,2021/12/19
Saint Lucia,13136,2021/12/17
Saint Lucia,13136,2021/12/18
Saint Lucia,13127,2021/12/16
Saint Lucia,13115,2021/12/15
Isle of Man,13097,2021/12/19
South Sudan,13049,2021/12/16
Isle of Man,13037,2021/12/18
Isle of Man,12974,2021/12/17
South Sudan,12969,2021/12/15
Isle of Man,12895,2021/12/16
New Caledonia,12826,2021/12/29
Isle of Man,12812,2021/12/15
New Caledonia,12717,2021/12/27
New Caledonia,12717,2021/12/28
New Caledonia,12701,2021/12/23
New Caledonia,12701,2021/12/24
New Caledonia,12701,2021/12/25
New Caledonia,12701,2021/12/26
New Caledonia,12670,2021/12/22
New Caledonia,12655,2021/12/21
New Caledonia,12638,2021/12/20
Hong Kong,12618,2021/12/29
Hong Kong,12604,2021/12/28
Hong Kong,12598,2021/12/27
Hong Kong,12589,2021/12/26
New Caledonia,12581,2021/12/17
New Caledonia,12581,2021/12/18
New Caledonia,12581,2021/12/19
Hong Kong,12580,2021/12/25
New Caledonia,12557,2021/12/16
Hong Kong,12555,2021/12/24
Hong Kong,12550,2021/12/23
Hong Kong,12548,2021/12/22
Hong Kong,12541,2021/12/21
Hong Kong,12533,2021/12/20
Hong Kong,12526,2021/12/19
New Caledonia,12525,2021/12/15
Hong Kong,12518,2021/12/18
Hong Kong,12513,2021/12/17
Hong Kong,12506,2021/12/16
Hong Kong,12496,2021/12/15
Central African Republic,12163,2021/12/27
Central African Republic,12163,2021/12/28
Central African Republic,12163,2021/12/29
Central African Republic,11961,2021/12/15
Central African Republic,11961,2021/12/16
Central African Republic,11961,2021/12/17
Central African Republic,11961,2021/12/18
Central African Republic,11961,2021/12/19
Central African Republic,11961,2021/12/20
Central African Republic,11961,2021/12/21
Central African Republic,11961,2021/12/22
Central African Republic,11961,2021/12/23
Central African Republic,11961,2021/12/24
Central African Republic,11961,2021/12/25
Central African Republic,11961,2021/12/26
Gambia,10136,2021/12/27
Gambia,10136,2021/12/28
Gambia,10136,2021/12/29
Yemen,10125,2021/12/29
Yemen,10123,2021/12/28
Yemen,10118,2021/12/27
Yemen,10115,2021/12/26
Yemen,10111,2021/12/25
Yemen,10109,2021/12/24
Yemen,10105,2021/12/23
Yemen,10103,2021/12/21
